"ano_de_criacao_da_legislacao",1483,"Ano de criação da legislação"
"ano_de_criacao_da_legislacao_ou_instrumento_de_gestao_ambiental",1170,"Ano de criação da legislação ou instrumento de gestão ambiental"
"ano_de_elaboracao_do_ultimo_plano",1582,"Ano de elaboração do último plano"
"ano_de_filiacao_do_microempreendedor_individual_mei",1719,"Ano de filiação do microempreendedor individual (MEI)"
"ano_de_fundacao",12386,"Ano de fundação"
"ano_de_nascimento",232,"Ano de nascimento"
"ano_de_ocorrencia",255,"Ano de ocorrência"
"ano_do_desastre_natural_de_maior_impacto_para_o_municipio",1210,"Ano do desastre natural de maior impacto para o município"
"ano_serie_em_que_estuda_o_escolar",764,"Ano/série em que estuda o escolar"
"anos_de_estudo",4917,"Anos de estudo"
"anos_de_estudo_da_pessoa_de_referencia_da_familia",12511,"Anos de estudo da pessoa de referência da família"
"anos_de_estudo_da_pessoa_de_referencia_do_domicilio",12408,"Anos de estudo da pessoa de referência do domicílio"
"anos_de_estudo_da_pessoa_responsavel_pela_familia",12241,"Anos de estudo da pessoa responsável pela família"
"anos_de_estudo_da_pessoa_responsavel_pelo_domicilio",11564,"Anos de estudo da pessoa responsável pelo domicílio"
"anos_de_estudo_do_chefe_da_familia",294,"Anos de estudo do chefe da família"
"apendices_da_cites",12926,"Apéndices da CITES"
"aplicacao_dos_recursos_provenientes_da_coleta_seletiva",353,"Aplicação dos recursos provenientes da coleta seletiva"
"aposentadas_e_ou_pensionistas",12023,"Aposentadas e/ou pensionistas"
"area_de_abrangencia_da_coleta_seletiva",11468,"Área de abrangência da coleta seletiva"
"area_de_atividade",12941,"Área de atividade"
"area_de_formacao_do_titular_do_orgao_gestor_da_area_de_educacao",1486,"Área de formação do titular do órgão gestor da área de educação"
"area_de_formacao_do_titular_do_orgao_gestor_na_area_de_saude",1576,"Área de formação do titular do órgão gestor na área de saúde"
"area_do_emprego",11381,"Área do emprego"
"area_do_setor_de_saneamento",12962,"Área do setor de saneamento"
"area_s_onde_ocorreram_as_enchentes_ou_inundacoes_graduais",1214,"Área(s) onde ocorreram as enchentes ou inundações graduais"
"area_s_onde_ocorreram_escorregamentos_ou_deslizamentos_de_encostas",1233,"Área(s) onde ocorreram escorregamentos ou deslizamentos de encostas"
"areas_em_que_ocorreram_inundacoes_e_ou_alagamentos",360,"Áreas em que ocorreram inundações e/ou alagamentos"
"areas_gerais_especificas_e_detalhadas_de_formacao",12402,"Áreas gerais, específicas e detalhadas de formação"
"areas_gerais_especificas_e_detalhadas_de_formacao_do_curso_de_nivel_mais_elevado_concluido",519,"Áreas gerais, específicas e detalhadas de formação do curso de nível mais elevado concluído"
"areas_onde_ocorreram_enxurradas_ou_inundacoes_bruscas",1228,"Áreas onde ocorreram enxurradas ou inundações bruscas"
"armazens_e_silos_para_produtos_a_granel",12687,"Armazéns e silos para produtos a granel"
"articulacao_do_plano_com_plano_diretor",1063,"Articulação do plano com Plano Diretor"
"aspectos_da_conferencia_municipal",1325,"Aspectos da Conferência Municipal"
"aspectos_do_plano_municipal_de_habitacao",1278,"Aspectos do Plano Municipal de Habitação"
"aspectos_do_plano_municipal_de_transporte",1079,"Aspectos do Plano Municipal de Transporte"
"associacao_a_cooperativa_de_trabalho_ou_producao",787,"Associação a cooperativa de trabalho ou produção"
"associacao_a_sindicatos",12032,"Associação a sindicatos"
"associacao_do_produtor_a_cooperativa_e_ou_a_entidade_de_classe",12598,"Associação do produtor à cooperativa e/ou à entidade de classe"
"atendimento_atraves_de_plano_de_saude",12276,"Atendimento através de plano de saúde"
"atendimento_atraves_do_sus",12278,"Atendimento através do SUS"
"atitude_em_relacao_ao_proprio_peso_corporal",574,"Atitude em relação ao próprio peso corporal"
"atividade_do_trabalho_principal",12028,"Atividade do trabalho principal"
"atividade_em_grupo",1270,"Atividade em grupo"
"atividade_ou_situacao_que_pode_ser_evitada_por_motivo_de_seguranca",1417,"Atividade ou situação que pode ser evitada por motivo de segurança"
"atividades",85,"Atividades"
"atividades_culturais",1541,"Atividades culturais"
"atividades_da_industria_e_dos_servicos_selecionados",792,"Atividades da indústria e dos serviços selecionados"
"atividades_da_industria_do_setor_de_eletricidade_e_gas_e_dos_servicos_selecionados",696,"Atividades da indústria, do setor de eletricidade e gás e dos serviços selecionados"
"atividades_de_servicos",12355,"Atividades de serviços"
"atividades_economicas",12826,"Atividades econômicas"
"atividades_economicas_e_familias",933,"Atividades econômicas e famílias"
"atividades_imobiliarias",12360,"Atividades imobiliárias"
"atividades_industriais",12937,"Atividades industriais"
"atividades_inovativas",700,"Atividades inovativas"
"autoavaliacao_do_estado_de_saude",760,"Autoavaliação do estado de saúde"
"autopercepcao_da_imagem_corporal",573,"Autopercepção da imagem corporal"
"avaliacao_da_condicao_de_moradia_em_relacao_a_alguns_servicos",12196,"Avaliação da condição de moradia em relação a alguns serviços"
"avaliacao_da_quantidade_de_alimento_consumido_pela_familia",12193,"Avaliação da quantidade de alimento consumido pela família"
"avaliacao_do_atendimento",12279,"Avaliação do atendimento"
"avaliacao_do_estado_de_saude",12258,"Avaliação do estado de saúde"
"avaliacao_do_grau_de_dificuldade_para_chegar_ao_fim_do_mes_com_rendimento_monetario_familiar",12192,"Avaliação do grau de dificuldade para chegar ao fim do mês com rendimento monetário familiar"
"avaliacao_do_tipo_de_alimento_consumido_pela_familia",12194,"Avaliação do tipo de alimento consumido pela família"
"aves",22,"Aves"
"banheiro_ou_sanitario",12061,"Banheiro ou sanitário"
"bens_e_servicos_que_possui_no_domicilio",560,"Bens e serviços que possui no domicílio"
"bioma",593,"Bioma"
"biomas_e_sistema_costeiro_marinho",971,"Biomas e Sistema Costeiro-Marinho"
"biomas_mar_e_ilhas_oceanicas",920,"Biomas, mar e ilhas oceânicas"
"cadastramento_em_unidade_de_saude_da_familia",416,"Cadastramento em unidade de saúde da família"
"cadastro_dos_proponentes_para_receber_os_recursos_da_lei_aldir_blanc_e_suas_formas",1556,"Cadastro dos proponentes para receber os recursos da Lei Aldir Blanc e suas formas"
"caracteristica_da_agencia_de_publicidade",442,"Característica da agência de publicidade"
"caracteristica_do_orgao_municipal_gestor",12969,"Característica do órgão municipal gestor"
"caracteristicas_do_entorno",14,"Características do entorno"
"caracteristicas_dos_estabelecimentos_de_hospedagem",794,"Características dos estabelecimentos de hospedagem"
"caracteristicas_dos_hoteis",496,"Características dos hotéis"
"caracteristicas_e_localizacao_predominantes_do_sitio_urbano",584,"Características e localização predominantes do sítio urbano"
"caracteristicas_existentes_nos_domicilios",12677,"Características existentes nos domicílios"
"caracteristicas_tecnologicas_e_associativas",29,"Características tecnológicas e/associativas"
"caracteristicas_topograficas_predominantes",583,"Características topográficas predominantes"
"caracterizacao_do_fundo_municipal",1071,"Caracterização do Fundo Municipal"
"caracterizacao_do_orgao_gestor",1048,"Caracterização do órgão gestor"
"carater_das_atividades_internas",748,"Caráter das atividades internas"
"carater_do_conselho_municipal",1165,"Caráter do Conselho Municipal"
"categoria_de_parceiro",726,"Categoria de parceiro"
"categoria_do_emprego",12046,"Categoria do emprego"
"categoria_do_emprego_no_trabalho_principal",887,"Categoria do emprego no trabalho principal"
"categoria_socioprofissional_principal_da_pessoa_de_referencia_da_familia",12510,"Categoria socioprofissional principal da pessoa de referência da família"
"categorias_de_doencas",12682,"Categorias de doenças"
"categorias_de_risco",12920,"Categorias de risco"
"categorias_de_uso",9,"Categorias de uso"
"categorias_dos_estabelecimentos_de_hospedagem",492,"Categorias dos estabelecimentos de hospedagem"
"categorias_profissionais",43,"Categorias profissionais"
"classe_de_idade_da_pessoa_que_dirige_o_estabelecimento",12551,"Classe de idade da pessoa que dirige o estabelecimento"
"classe_de_idade_do_conjuge_do_produtor",833,"Classe de idade do cônjuge do produtor"
"classe_de_idade_do_produtor",12771,"Classe de idade do produtor"
"classe_de_numeros_de_residentes_no_domicilio",558,"Classe de números de residentes no domicílio"
"classe_de_periculosidade_ambiental",717,"Classe de periculosidade ambiental"
"classe_de_tamanho_da_populacao_do_municipio",12446,"Classe de tamanho da população do município"
"classe_de_uso_de_agrotoxicos_e_afins",716,"Classe de uso de agrotóxicos e afins"
"classes_acumuladas_de_percentual_das_pessoas_em_ordem_crescente_de_rendimento_domiciliar_per_capita",1042,"Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita"
"classes_acumuladas_de_percentual_das_pessoas_em_ordem_crescente_de_rendimento_habitualmente_recebido",1045,"Classes acumuladas de percentual das pessoas em ordem crescente de rendimento habitualmente recebido"
"classes_acumuladas_de_percentual_em_ordem_crescente_de_rendimento",12067,"Classes acumuladas de percentual em ordem crescente de rendimento"
"classes_acumuladas_de_percentual_em_ordem_crescente_de_rendimento_dos_domicilios_particulares_permanentes",399,"Classes acumuladas de percentual em ordem crescente de rendimento dos domicílios particulares permanentes"
"classes_acumuladas_de_percentual_em_ordem_crescente_de_rendimento_efetivamente_recebido",1047,"Classes acumuladas de percentual em ordem crescente de rendimento efetivamente recebido"
"classes_acumuladas_de_percentual_em_ordem_crescente_de_rendimento_familiar",12385,"Classes acumuladas de percentual em ordem crescente de rendimento familiar"
"classes_acumuladas_de_percentual_em_ordem_crescente_de_rendimento_per_capita_dos_domicilios_particulares_permanentes",401,"Classes acumuladas de percentual em ordem crescente de rendimento per capita dos domicílios particulares permanentes"
"classes_da_fauna_silvestre",12924,"Classes da fauna silvestre"
"classes_das_atividades_industriais_e_produtos_prodlist_2013",718,"Classes das atividades industriais e produtos - Prodlist 2013"
"classes_das_atividades_industriais_e_produtos_prodlist_2016",816,"Classes das atividades industriais e produtos - Prodlist 2016"
"classes_das_atividades_industriais_e_produtos_prodlist_2016_prodlist_2019_e_prodlist_2022",1264,"Classes das atividades industriais e produtos - Prodlist 2016, Prodlist 2019 e Prodlist 2022"
"classes_de_aluguel_nominal_mensal",511,"Classes de aluguel nominal mensal"
"classes_de_aluguel_nominal_mensal_domiciliar",192,"Classes de aluguel nominal mensal domiciliar"
"classes_de_atividades",12225,"Classes de atividades"
"classes_de_atividades_cnae_2_0",1761,"Classes de atividades (CNAE 2.0)"
"classes_de_atividades_e_descricao_de_produtos_da_construcao",358,"Classes de atividades e descrição de produtos da construção"
"classes_de_atividades_industriais_e_produtos",463,"Classes de atividades industriais e produtos"
"classes_de_cobertura_e_uso_da_terra",914,"Classes de cobertura e uso da terra"
"classes_de_comercio",318,"Classes de comércio"
"classes_de_diarias_pagas",12579,"Classes de diárias pagas"
"classes_de_dias_de_utilizacao_da_mao_de_obra_com_intermediacao_de_empreiteiro",12572,"Classes de dias de utilização da mão-de-obra com intermediação de empreiteiro"
"classes_de_dias_de_utilizacao_de_servico_de_empreitada",12601,"Classes de dias de utilização de serviço de empreitada"
"classes_de_dias_trabalhados",12573,"Classes de dias trabalhados"
"classes_de_industrias",7,"Classes de indústrias"
"classes_de_modulo_fiscal",472,"Classes de módulo fiscal"
"classes_de_percentual_das_pessoas_em_ordem_crescente_de_rendimento_domiciliar_per_capita",1019,"Classes de percentual das pessoas em ordem crescente de rendimento domiciliar per capita"
"classes_de_percentual_das_pessoas_em_ordem_crescente_de_rendimento_efetivamente_recebido",1046,"Classes de percentual das pessoas em ordem crescente de rendimento efetivamente recebido"
"classes_de_percentual_em_ordem_crescente_de_rendimento_habitualmente_recebido",1043,"Classes de percentual em ordem crescente de rendimento habitualmente recebido"
"classes_de_pessoal_ocupado",84,"Classes de pessoal ocupado"
"classes_de_predominancia_de_arruamento_regular",585,"Classes de predominância de arruamento regular"
"classes_de_predominancia_dos_lotes_de_tamanho_e_forma_regular",586,"Classes de predominância dos lotes de tamanho e forma regular"
"classes_de_recebimento_mensal",202,"Classes de recebimento mensal"
"classes_de_recebimento_mensal_domiciliar",198,"Classes de recebimento mensal domiciliar"
"classes_de_recebimento_mensal_familiar",201,"Classes de recebimento mensal familiar"
"classes_de_rendimento_mensal",12021,"Classes de rendimento mensal"
"classes_de_rendimento_mensal_de_todas_as_fontes_da_pessoa_de_referencia_da_familia",12059,"Classes de rendimento mensal de todas as fontes da pessoa de referência da família"
"classes_de_rendimento_mensal_de_todos_os_trabalhos",12025,"Classes de rendimento mensal de todos os trabalhos"
"classes_de_rendimento_mensal_do_trabalho_principal",12044,"Classes de rendimento mensal do trabalho principal"
"classes_de_rendimento_mensal_domiciliar",12058,"Classes de rendimento mensal domiciliar"
"classes_de_rendimento_mensal_domiciliar_per_capita",12381,"Classes de rendimento mensal domiciliar per capita"
"classes_de_rendimento_mensal_familiar",12057,"Classes de rendimento mensal familiar"
"classes_de_rendimento_mensal_familiar_per_capita",12498,"Classes de rendimento mensal familiar per capita"
"classes_de_rendimento_monetario_e_nao_monetario_mensal_familiar",12191,"Classes de rendimento monetário e não monetário mensal familiar"
"classes_de_rendimento_monetario_e_nao_monetario_mensal_familiar_per_capita",368,"Classes de rendimento monetário e não monetário mensal familiar per capita"
"classes_de_rendimento_monetario_mensal_familiar",540,"Classes de rendimento monetário mensal familiar"
"classes_de_rendimento_nominal_medio_mensal_do_chefe_do_domicilio",69,"Classes de rendimento nominal médio mensal do chefe do domicílio"
"classes_de_rendimento_nominal_medio_mensal_domiciliar",144,"Classes de rendimento nominal médio mensal domiciliar"
"classes_de_rendimento_nominal_medio_mensal_dos_chefes_das_familias",179,"Classes de rendimento nominal médio mensal dos chefes das famílias"
"classes_de_rendimento_nominal_medio_mensal_familiar",176,"Classes de rendimento nominal médio mensal familiar"
"classes_de_rendimento_nominal_medio_mensal_familiar_per_capita",177,"Classes de rendimento nominal médio mensal familiar per capita"
"classes_de_rendimento_nominal_mensal",11570,"Classes de rendimento nominal mensal"
"classes_de_rendimento_nominal_mensal_da_pessoa_responsavel_pela_familia",12242,"Classes de rendimento nominal mensal da pessoa responsável pela família"
"classes_de_rendimento_nominal_mensal_da_pessoa_responsavel_pelo_domicilio",11565,"Classes de rendimento nominal mensal da pessoa responsável pelo domicílio"
"classes_de_rendimento_nominal_mensal_das_pessoas_responsaveis_pelas_familias_sem_conjuge_ou_dos_casais",12255,"Classes de rendimento nominal mensal das pessoas responsáveis pelas famílias sem cônjuge ou dos casais"
"classes_de_rendimento_nominal_mensal_de_todos_os_trabalhos",11915,"Classes de rendimento nominal mensal de todos os trabalhos"
"classes_de_rendimento_nominal_mensal_do_trabalho_principal",11804,"Classes de rendimento nominal mensal do trabalho principal"
"classes_de_rendimento_nominal_mensal_domiciliar",12065,"Classes de rendimento nominal mensal domiciliar"
"classes_de_rendimento_nominal_mensal_domiciliar_per_capita",386,"Classes de rendimento nominal mensal domiciliar per capita"
"classes_de_rendimento_nominal_mensal_familiar",12249,"Classes de rendimento nominal mensal familiar"
"classes_de_rendimento_nominal_mensal_familiar_per_capita",12245,"Classes de rendimento nominal mensal familiar per capita"
"classes_de_rendimento_nominal_mensal_familiar_per_capita_das_familias_com_responsavel_e_conjuge_ou_companheiro_a",514,"Classes de rendimento nominal mensal familiar per capita das famílias com responsável e cônjuge ou companheiro(a)"
"classes_de_rendimento_real_medio_mensal_domiciliar",154,"Classes de rendimento real médio mensal domiciliar"
"classes_de_rendimento_real_medio_mensal_familiar",180,"Classes de rendimento real médio mensal familiar"
"classes_de_rendimento_total_e_variacao_patrimonial_mensal_familiar",339,"Classes de rendimento total e variação patrimonial mensal familiar"
"classes_de_tamanho_da_populacao",11275,"Classes de tamanho da população"
"classes_de_uso_e_principais_ingredientes_ativos",12900,"Classes de uso e principais ingredientes ativos"
"classes_de_valor_da_mensalidade_do_plano_de_saude_principal",12267,"Classes de valor da mensalidade do plano de saúde principal"
"classes_de_valor_da_producao",12894,"Classes de valor da produção"
"classes_de_vulnerabilidade_climatica_a_desertificacao",12917,"Classes de vulnerabilidade climática à desertificação"
"classes_e_generos_de_industria",12123,"Classes e gêneros de indústria"
"classes_simples_de_percentual_em_ordem_crescente_de_rendimento",12066,"Classes simples de percentual em ordem crescente de rendimento"
"classes_simples_de_percentual_em_ordem_crescente_de_rendimento_dos_domicilios_particulares_permanentes",398,"Classes simples de percentual em ordem crescente de rendimento dos domicílios particulares permanentes"
"classes_simples_de_percentual_em_ordem_crescente_de_rendimento_familiar",12384,"Classes simples de percentual em ordem crescente de rendimento familiar"
"classes_simples_de_percentual_em_ordem_crescente_de_rendimento_per_capita_dos_domicilios_particulares_permanentes",400,"Classes simples de percentual em ordem crescente de rendimento per capita dos domicílios particulares permanentes"
"classes_toxicologicas",12901,"Classes toxicológicas"
"classificacao_brasileira_de_ocupacoes_cbo",1762,"Classificação Brasileira de Ocupações (CBO)"
"classificacao_das_despesas",212,"Classificação das despesas"
"classificacao_das_entidades_sem_fins_lucrativos",12665,"Classificação das entidades sem fins lucrativos"
"classificacao_das_fundacoes_privadas_e_associacoes_sem_fins_lucrativos",510,"Classificação das fundações privadas e associações sem fins lucrativos"
"classificacao_de_medio_produtor",637,"Classificação de médio produtor"
"classificacao_de_montanha_kapos",831,"Classificação de montanha (Kapos)"
"classificacao_nacional_de_atividades_economicas_cnae_2_0",12762,"Classificação Nacional de Atividades Econômicas (CNAE 2.0)"
"classificacao_nacional_de_atividades_economicas_cnae",11939,"Classificação Nacional de Atividades Econômicas (CNAE)"
"cobertura_de_plano_de_saude",12262,"Cobertura de plano de saúde"
"cobertura_de_procedimentos",1057,"Cobertura de procedimentos"
"cobranca_pelo_servico_de_abastecimento_de_agua",11982,"Cobrança pelo serviço de abastecimento de água"
"com_quem_podia_contar_em_momentos_bons_ou_ruins",1268,"Com quem podia contar em momentos bons ou ruins"
"combustivel_usado_para_cozinhar",191,"Combustível usado para cozinhar"
"combustivel_utilizado_na_preparacao_de_alimentos",828,"Combustível utilizado na preparação de alimentos"
"composicao_da_familia",12515,"Composição da família"
"composicao_das_aves_em_31_12",12655,"Composição das aves em 31/12"
"composicao_do_conselho_municipal_de_educacao",1514,"Composição do Conselho Municipal de Educação"
"composicao_do_efetivo_de_bovinos_nos_estabelecimentos_agropecuarios_com_mais_de_50_cabecas_em_31_12",12627,"Composição do efetivo de bovinos nos estabelecimentos agropecuários com mais de 50 cabeças em 31/12"
"concentracao_de_fluor_na_agua",11550,"Concentração de flúor na água"
"conclusao_de_outro_curso_superior_de_graduacao",517,"Conclusão de outro curso superior de graduação"
"conclusao_do_curso_de_qualificacao_profissional",883,"Conclusão do curso de qualificação profissional"
"conclusao_do_curso_que_o_conjuge_do_produtor_frequentou",581,"Conclusão do curso que o cônjuge do produtor frequentou"
"conclusao_do_curso_que_o_produtor_frequentou",840,"Conclusão do curso que o produtor frequentou"
"conclusao_do_curso_tecnico_de_nivel_medio_ou_normal_magisterio",896,"Conclusão do curso técnico de nível médio ou normal (magistério)"
"condicao_da_populacao_em_relacao_a_idade",577,"Condição da população em relação a idade"
"condicao_de_aposentada_ou_pensionista_de_instituto_de_previdencia_oficial_no_mes_de_referencia",527,"Condição de aposentada ou pensionista de instituto de previdência oficial no mês de referência"
"condicao_de_aposentado_no_mes_de_referencia",12393,"Condição de aposentado no mês de referência"
"condicao_de_aquisicao_do_domicilio",11559,"Condição de aquisição do domicílio"
"condicao_de_atendimento",344,"Condição de atendimento"
"condicao_de_atividade",90,"Condição de atividade"
"condicao_de_atividade_e_condicao_de_ocupacao",12251,"Condição de atividade e condição de ocupação"
"condicao_de_atividade_e_de_ocupacao_na_semana_de_referencia",12049,"Condição de atividade e de ocupação na semana de referência"
"condicao_de_atividade_e_posicao_na_ocupacao_da_pessoa_responsavel_pela_familia",12244,"Condição de atividade e posição na ocupação da pessoa responsável pela família"
"condicao_de_atividade_e_secao_de_atividade_da_pessoa_responsavel_pela_familia",12243,"Condição de atividade e seção de atividade da pessoa responsável pela família"
"condicao_de_atividade_na_semana_de_referencia",12056,"Condição de atividade na semana de referência"
"condicao_de_atividade_na_semana_de_referencia_da_pessoa_de_referencia_da_familia",12495,"Condição de atividade na semana de referência da pessoa de referência da família"
"condicao_de_atividade_na_semana_de_referencia_das_pessoas_de_referencia_dos_domicilios",12496,"Condição de atividade na semana de referência das pessoas de referência dos domicílios"
"condicao_de_contribuicao_para_instituto_de_previdencia_oficial_em_qualquer_trabalho",521,"Condição de contribuição para instituto de previdência oficial em qualquer trabalho"
"condicao_de_contribuicao_para_instituto_de_previdencia_oficial_no_trabalho_principal",526,"Condição de contribuição para instituto de previdência oficial no trabalho principal"
"condicao_de_contribuicao_para_instituto_de_previdencia_oficial_no_trabalho_principal_e_em_qualquer_trabalho",536,"Condição de contribuição para instituto de previdência oficial no trabalho principal e em qualquer trabalho"
"condicao_de_convivencia",12257,"Condição de convivência"
"condicao_de_economicamente_ativa_e_de_ocupada_na_semana_de_referencia",12494,"Condição de economicamente ativa e de ocupada na semana de referência"
"condicao_de_estudante",426,"Condição de estudante"
"condicao_de_estudante_e_rede_de_ensino",675,"Condição de estudante e rede de ensino"
"condicao_de_estudante_rede_de_ensino_e_curso_frequentado",1838,"Condição de estudante, rede de ensino e curso frequentado"
"condicao_de_falar_lingua_indigena_no_domicilio",499,"Condição de falar língua indígena no domicílio"
"condicao_de_falar_lingua_indigena_no_domicilio_e_tronco_familia_linguistica_lingua_indigena_de_classificacao_e_lingua_indigena_de_identificacao",505,"Condição de falar língua indígena no domicílio e tronco, família linguística, língua indígena de classificação e língua indígena de identificação"
"condicao_de_falar_lingua_indigena_no_domicilio_tronco_e_familia_linguistica_da_primeira_lingua_indigena",501,"Condição de falar língua indígena no domicílio, tronco e família linguística da primeira língua indígena"
"condicao_de_falar_portugues_no_domicilio",498,"Condição de falar português no domicílio"
"condicao_de_funcionamento_da_unidade_de_tratamento",946,"Condição de funcionamento da unidade de tratamento"
"condicao_de_funcionamento_do_servico",921,"Condição de funcionamento do serviço"
"condicao_de_indigena",385,"Condição de indígena"
"condicao_de_morar_com_mae_e_ou_pai",561,"Condição de morar com mãe e/ou pai"
"condicao_de_ocupacao",11284,"Condição de ocupação"
"condicao_de_ocupacao_do_domicilio",63,"Condição de ocupação do domicílio"
"condicao_de_ocupacao_do_terreno",11285,"Condição de ocupação do terreno"
"condicao_de_ocupacao_na_semana_de_referencia",12096,"Condição de ocupação na semana de referência"
"condicao_de_possuir_algum_trabalho_ou_emprego_ou_negocio_e_receber_dinheiro_por_desempenhar_esta_atividade",559,"Condição de possuir algum trabalho ou emprego ou negócio e receber dinheiro por desempenhar esta atividade"
"condicao_de_presenca",3704,"Condição de presença"
"condicao_de_remuneracao_no_trabalho_principal",12091,"Condição de remuneração no trabalho principal"
"condicao_de_satisfacao_com_o_trabalho_principal",12092,"Condição de satisfação com o trabalho principal"
"condicao_do_alimento_quanto_a_saude_e_alimento_consumido",564,"Condição do alimento quanto à saúde e alimento consumido"
"condicao_do_estrangeiro",11645,"Condição do estrangeiro"
"condicao_do_produtor_em_relacao_as_terras",218,"Condição do produtor em relação às terras"
"condicao_dos_empregados",12614,"Condição dos empregados"
"condicao_dos_produtores",12441,"Condição dos produtores"
"condicao_em_relacao_a_forca_de_trabalho_e_condicao_de_ocupacao",629,"Condição em relação à força de trabalho e condição de ocupação"
"condicao_em_relacao_a_forca_de_trabalho_na_semana_de_referencia",653,"Condição em relação à força de trabalho na semana de referência"
"condicao_legal_das_terras",221,"Condição legal das terras"
"condicao_legal_do_produtor",12559,"Condição legal do produtor"
"condicao_na_familia",116,"Condição na família"
"condicao_na_ocupacao",280,"Condição na ocupação"
"condicao_no_domicilio",11603,"Condição no domicílio"
"condicao_no_domicilio_e_o_compartilhamento_da_responsabilidade_pelo_domicilio",455,"Condição no domicílio e o compartilhamento da responsabilidade pelo domicílio"
"conhecimento_da_lingua_brasileira_de_sinais_libras",1280,"Conhecimento da Língua Brasileira de Sinais - Libras"
"consumo_de_merenda_escolar_ou_outra_refeicao_gratuita",12377,"Consumo de merenda escolar ou outra refeição gratuita"
"continentes_e_paises_estrangeiros_de_destino",457,"Continentes e países estrangeiros de destino"
"contribuicao_para_instituto_de_previdencia",12038,"Contribuição para instituto de previdência"
"contribuicao_para_instituto_de_previdencia_em_qualquer_trabalho",12027,"Contribuição para instituto de previdência em qualquer trabalho"
"contribuicao_para_instituto_de_previdencia_no_trabalho_principal",12040,"Contribuição para instituto de previdência no trabalho principal"
"contribuicao_para_previdencia_privada",12033,"Contribuição para previdência privada"
"controle_da_disposicao_do_lixo_industrial",12184,"Controle da disposição do lixo industrial"
"controle_de_doencas_e_ou_parasitas_suplementacao_alimentar_e_beneficiamento",811,"Controle de doenças e/ou parasitas, suplementação alimentar e beneficiamento"
"cor_ou_raca",86,"Cor ou raça"
"cor_ou_raca_da_pessoa_de_referencia",1881,"Cor ou raça da pessoa de referência"
"cor_ou_raca_da_pessoa_de_referencia_da_familia",12513,"Cor ou raça da pessoa de referência da família"
"cor_ou_raca_da_pessoa_responsavel_pelo_domicilio",12237,"Cor ou raça da pessoa responsável pelo domicílio"
"cor_ou_raca_das_mulheres",12293,"Cor ou raça das mulheres"
"cor_ou_raca_das_pessoas_responsaveis_pelas_familias",12252,"Cor ou raça das pessoas responsáveis pelas famílias"
"cor_ou_raca_do_conjuge_do_produtor",832,"Cor ou raça do cônjuge do produtor"
"cor_ou_raca_do_prefeito",1419,"Cor ou raça do prefeito"
"cor_ou_raca_do_produtor",830,"Cor ou raça do produtor"
"cor_ou_raca_do_responsavel_pelo_domicilio",1828,"Cor ou raça do responsável pelo domicílio"
"cor_ou_raca_do_titular_do_orgao_gestor",1059,"Cor ou raça do titular do órgão gestor"
"cor_ou_raca_dos_chefes_das_familias",175,"Cor ou raça dos chefes das famílias"
"cor_ou_raca_dos_conjuges_das_pessoas_responsaveis_pelas_familias",12253,"Cor ou raça dos cônjuges das pessoas responsáveis pelas famílias"
"cor_ou_raca_dos_conjuges_dos_chefes_das_familias",186,"Cor ou raça dos cônjuges dos chefes das famílias"
